model_id,model_version,country,country_slug,score,direction,trend_change,main_drivers,data_completeness,availability,confidence,calculation_date,input_year,input_observation_ids,missing_indicator_ids,inputs,related_event_ids,interpretation_boundary
"external_vulnerability","v0.50.0","捷克","czechia","27.1","falling","-8","[""能源进口依赖：贡献 16.1 分"",""经常账户/GDP：贡献 11.0 分""]","100","sufficient","medium","2026-08-11","2024","[""v4:czechia:current_account_gdp:2024"",""v4:czechia:energy_import_dependency:2024""]","[]","[{""indicator_id"":""current_account_gdp"",""indicator_name"":""经常账户/GDP"",""observation_id"":""v4:czechia:current_account_gdp:2024"",""year"":2024,""raw_value"":1.7,""unit"":""% GDP"",""normalized_score"":22,""weight"":0.5,""weighted_contribution"":11,""source_name"":""Eurostat"",""source_url"":""https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tipsbp20?unit=PC_GDP&geo=CZ&time=2024"",""source_reliability"":""A""},{""indicator_id"":""energy_import_dependency"",""indicator_name"":""能源进口依赖"",""observation_id"":""v4:czechia:energy_import_dependency:2024"",""year"":2024,""raw_value"":39.32,""unit"":""%"",""normalized_score"":32.2,""weight"":0.5,""weighted_contribution"":16.1,""source_name"":""Eurostat"",""source_url"":""https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nrg_ind_id?unit=PC&siec=TOTAL&geo=CZ&time=2024"",""source_reliability"":""A""}]","[""cz-2023-10-16-repowereu-plan""]","分数是基于公开输入和固定规则的比较工具，不是客观风险真值、预测或政策评价。"
"industrial_dependency","v0.70.0","捷克","czechia","65.8","stable","-1","[""对德国出口依赖：贡献 22.2 分"",""汽车产业出口占比：贡献 20.6 分""]","100","sufficient","medium","2026-08-11","2024","[""v4:czechia:manufacturing_share_gdp:2024"",""v4:czechia:automotive_export_share:2024"",""transmission:czechia:germany_export_dependence:2024"",""transmission:czechia:industrial_electricity_price:2024""]","[]","[{""indicator_id"":""manufacturing_share_gdp"",""indicator_name"":""制造业占 GDP 比重"",""observation_id"":""v4:czechia:manufacturing_share_gdp:2024"",""year"":2024,""raw_value"":19.9,""unit"":""%"",""normalized_score"":66,""weight"":0.25,""weighted_contribution"":16.5,""source_name"":""Eurostat"",""source_url"":""https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10_a10?unit=PC_GDP&na_item=B1G&nace_r2=C&geo=CZ&time=2024"",""source_reliability"":""A""},{""indicator_id"":""automotive_export_share"",""indicator_name"":""汽车产业出口占比"",""observation_id"":""v4:czechia:automotive_export_share:2024"",""year"":2024,""raw_value"":32.4,""unit"":""%"",""normalized_score"":68.5,""weight"":0.3,""weighted_contribution"":20.6,""source_name"":""Eurostat"",""source_url"":""https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ext_tec09?freq=A&unit=THS_EUR&stk_flow=EXP&partner=WORLD&nace_r2=C29&nace_r2=TOTAL&geo=CZ&time=2024"",""source_reliability"":""A""},{""indicator_id"":""germany_export_dependence"",""indicator_name"":""对德国出口依赖"",""observation_id"":""transmission:czechia:germany_export_dependence:2024"",""year"":2024,""raw_value"":32.211,""unit"":""% exports"",""normalized_score"":74,""weight"":0.3,""weighted_contribution"":22.2,""source_name"":""UN Comtrade"",""source_url"":""https://comtradeapi.un.org/public/v1/preview/C/A/HS?period=2024&reporterCode=203&cmdCode=TOTAL&flowCode=X&partnerCode=276&partner2Code=0&customsCode=C00&motCode=0&maxRecords=500"",""source_reliability"":""A""},{""indicator_id"":""industrial_electricity_price"",""indicator_name"":""工业电价"",""observation_id"":""transmission:czechia:industrial_electricity_price:2024"",""year"":2024,""raw_value"":0.2293,""unit"":""欧元/kWh"",""normalized_score"":43.1,""weight"":0.15,""weighted_contribution"":6.5,""source_name"":""Eurostat nrg_pc_205"",""source_url"":""https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nrg_pc_205?lang=en&geo=CZ&nrg_cons=MWH500-1999&unit=KWH&tax=I_TAX&currency=EUR&sinceTimePeriod=2024-S1&untilTimePeriod=2024-S2"",""source_reliability"":""A""}]","[""cz-2026-06-24-v4-summit"",""cz-2023-10-16-repowereu-plan""]","分数是基于公开输入和固定规则的比较工具，不是客观风险真值、预测或政策评价。"
"household_economic_pressure","v0.50.0","斯洛伐克","slovakia","38","rising","5.5","[""CPI / HICP 通胀率：贡献 21.0 分"",""失业率：贡献 17.0 分""]","100","sufficient","medium","2026-08-11","2025","[""macro:slovakia:hicp_inflation:2025"",""macro:slovakia:unemployment_rate:2025""]","[]","[{""indicator_id"":""hicp_inflation"",""indicator_name"":""CPI / HICP 通胀率"",""observation_id"":""macro:slovakia:hicp_inflation:2025"",""year"":2025,""raw_value"":4.2,""unit"":""%"",""normalized_score"":42,""weight"":0.5,""weighted_contribution"":21,""source_name"":""Eurostat prc_hicp_aind / DATAcube Slovakia"",""source_url"":""https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/prc_hicp_aind?time=2025&geo=SK&coicop=CP00&unit=RCH_A_AVG"",""source_reliability"":""A""},{""indicator_id"":""unemployment_rate"",""indicator_name"":""失业率"",""observation_id"":""macro:slovakia:unemployment_rate:2025"",""year"":2025,""raw_value"":5.4,""unit"":""%"",""normalized_score"":34,""weight"":0.5,""weighted_contribution"":17,""source_name"":""Eurostat une_rt_a / DATAcube Slovakia"",""source_url"":""https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/une_rt_a?time=2025&geo=SK&sex=T&age=Y15-74&unit=PC_ACT"",""source_reliability"":""A""}]","[]","分数是基于公开输入和固定规则的比较工具，不是客观风险真值、预测或政策评价。"
"fiscal_pressure","v0.50.0","斯洛伐克","slovakia","48.4","falling","-2.9","[""政府债务/GDP：贡献 25.9 分"",""财政赤字/GDP：贡献 22.5 分""]","100","sufficient","medium","2026-08-11","2025","[""v4:slovakia:fiscal_balance_gdp:2025"",""v4:slovakia:government_debt_gdp:2025""]","[]","[{""indicator_id"":""fiscal_balance_gdp"",""indicator_name"":""财政赤字/GDP"",""observation_id"":""v4:slovakia:fiscal_balance_gdp:2025"",""year"":2025,""raw_value"":-4.5,""unit"":""% GDP"",""normalized_score"":45,""weight"":0.5,""weighted_contribution"":22.5,""source_name"":""Eurostat"",""source_url"":""https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/gov_10dd_edpt1?unit=PC_GDP&sector=S13&na_item=B9&geo=SK&time=2025"",""source_reliability"":""A""},{""indicator_id"":""government_debt_gdp"",""indicator_name"":""政府债务/GDP"",""observation_id"":""v4:slovakia:government_debt_gdp:2025"",""year"":2025,""raw_value"":61.4,""unit"":""% GDP"",""normalized_score"":51.7,""weight"":0.5,""weighted_contribution"":25.9,""source_name"":""Eurostat"",""source_url"":""https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/gov_10dd_edpt1?unit=PC_GDP&sector=S13&na_item=GD&geo=SK&time=2025"",""source_reliability"":""A""}]","[""sk-2024-10-22-rrf-fourth-instalment""]","分数是基于公开输入和固定规则的比较工具，不是客观风险真值、预测或政策评价。"
"external_vulnerability","v0.50.0","斯洛伐克","slovakia","59.9","stable","1.2","[""经常账户/GDP：贡献 32.0 分"",""能源进口依赖：贡献 27.9 分""]","100","sufficient","medium","2026-08-11","2024","[""v4:slovakia:current_account_gdp:2024"",""v4:slovakia:energy_import_dependency:2024""]","[]","[{""indicator_id"":""current_account_gdp"",""indicator_name"":""经常账户/GDP"",""observation_id"":""v4:slovakia:current_account_gdp:2024"",""year"":2024,""raw_value"":-4.6,""unit"":""% GDP"",""normalized_score"":64,""weight"":0.5,""weighted_contribution"":32,""source_name"":""Eurostat"",""source_url"":""https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tipsbp20?unit=PC_GDP&geo=SK&time=2024"",""source_reliability"":""A""},{""indicator_id"":""energy_import_dependency"",""indicator_name"":""能源进口依赖"",""observation_id"":""v4:slovakia:energy_import_dependency:2024"",""year"":2024,""raw_value"":53.501,""unit"":""%"",""normalized_score"":55.8,""weight"":0.5,""weighted_contribution"":27.9,""source_name"":""Eurostat"",""source_url"":""https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nrg_ind_id?unit=PC&siec=TOTAL&geo=SK&time=2024"",""source_reliability"":""A""}]","[""sk-2026-06-24-v4-presidency""]","分数是基于公开输入和固定规则的比较工具，不是客观风险真值、预测或政策评价。"
"industrial_dependency","v0.70.0","斯洛伐克","slovakia","55.3","stable","1.3","[""汽车产业出口占比：贡献 26.6 分"",""对德国出口依赖：贡献 11.4 分""]","100","sufficient","medium","2026-08-11","2024","[""v4:slovakia:manufacturing_share_gdp:2024"",""v4:slovakia:automotive_export_share:2024"",""transmission:slovakia:germany_export_dependence:2024"",""transmission:slovakia:industrial_electricity_price:2024""]","[]","[{""indicator_id"":""manufacturing_share_gdp"",""indicator_name"":""制造业占 GDP 比重"",""observation_id"":""v4:slovakia:manufacturing_share_gdp:2024"",""year"":2024,""raw_value"":16.3,""unit"":""%"",""normalized_score"":42,""weight"":0.25,""weighted_contribution"":10.5,""source_name"":""Eurostat"",""source_url"":""https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10_a10?unit=PC_GDP&na_item=B1G&nace_r2=C&geo=SK&time=2024"",""source_reliability"":""A""},{""indicator_id"":""automotive_export_share"",""indicator_name"":""汽车产业出口占比"",""observation_id"":""v4:slovakia:automotive_export_share:2024"",""year"":2024,""raw_value"":40.4,""unit"":""%"",""normalized_score"":88.5,""weight"":0.3,""weighted_contribution"":26.6,""source_name"":""Eurostat"",""source_url"":""https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ext_tec09?freq=A&unit=THS_EUR&stk_flow=EXP&partner=WORLD&nace_r2=C29&nace_r2=TOTAL&geo=SK&time=2024"",""source_reliability"":""A""},{""indicator_id"":""germany_export_dependence"",""indicator_name"":""对德国出口依赖"",""observation_id"":""transmission:slovakia:germany_export_dependence:2024"",""year"":2024,""raw_value"":21.398,""unit"":""% exports"",""normalized_score"":38,""weight"":0.3,""weighted_contribution"":11.4,""source_name"":""UN Comtrade"",""source_url"":""https://comtradeapi.un.org/public/v1/preview/C/A/HS?period=2024&reporterCode=703&cmdCode=TOTAL&flowCode=X&partnerCode=276&partner2Code=0&customsCode=C00&motCode=0&maxRecords=500"",""source_reliability"":""A""},{""indicator_id"":""industrial_electricity_price"",""indicator_name"":""工业电价"",""observation_id"":""transmission:slovakia:industrial_electricity_price:2024"",""year"":2024,""raw_value"":0.23665,""unit"":""欧元/kWh"",""normalized_score"":45.5,""weight"":0.15,""weighted_contribution"":6.8,""source_name"":""Eurostat nrg_pc_205"",""source_url"":""https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nrg_pc_205?lang=en&geo=SK&nrg_cons=MWH500-1999&unit=KWH&tax=I_TAX&currency=EUR&sinceTimePeriod=2024-S1&untilTimePeriod=2024-S2"",""source_reliability"":""A""}]","[""sk-2023-11-22-gotion-inobat-surany""]","分数是基于公开输入和固定规则的比较工具，不是客观风险真值、预测或政策评价。"
"household_economic_pressure","v0.50.0","德国","germany","20.5","stable","0.5","[""CPI / HICP 通胀率：贡献 11.5 分"",""失业率：贡献 9.0 分""]","100","sufficient","medium","2026-08-11","2025","[""macro:germany:hicp_inflation:2025"",""macro:germany:unemployment_rate:2025""]","[]","[{""indicator_id"":""hicp_inflation"",""indicator_name"":""CPI / HICP 通胀率"",""observation_id"":""macro:germany:hicp_inflation:2025"",""year"":2025,""raw_value"":2.3,""unit"":""%"",""normalized_score"":23,""weight"":0.5,""weighted_contribution"":11.5,""source_name"":""Eurostat prc_hicp_aind / Destatis GENESIS-Online"",""source_url"":""https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/prc_hicp_aind?time=2025&geo=DE&coicop=CP00&unit=RCH_A_AVG"",""source_reliability"":""A""},{""indicator_id"":""unemployment_rate"",""indicator_name"":""失业率"",""observation_id"":""macro:germany:unemployment_rate:2025"",""year"":2025,""raw_value"":3.8,""unit"":""%"",""normalized_score"":18,""weight"":0.5,""weighted_contribution"":9,""source_name"":""Eurostat une_rt_a / Destatis GENESIS-Online"",""source_url"":""https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/une_rt_a?time=2025&geo=DE&sex=T&age=Y15-74&unit=PC_ACT"",""source_reliability"":""A""}]","[]","分数是基于公开输入和固定规则的比较工具，不是客观风险真值、预测或政策评价。"
"fiscal_pressure","v0.50.0","德国","germany","40.7","stable","0.8","[""政府债务/GDP：贡献 27.2 分"",""财政赤字/GDP：贡献 13.5 分""]","100","sufficient","medium","2026-08-11","2025","[""parity:germany:fiscal_balance_gdp:2025"",""parity:germany:government_debt_gdp:2025""]","[]","[{""indicator_id"":""fiscal_balance_gdp"",""indicator_name"":""财政赤字/GDP"",""observation_id"":""parity:germany:fiscal_balance_gdp:2025"",""year"":2025,""raw_value"":-2.7,""unit"":""% GDP"",""normalized_score"":27,""weight"":0.5,""weighted_contribution"":13.5,""source_name"":""Eurostat"",""source_url"":""https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/gov_10dd_edpt1?lang=en&freq=A&unit=PC_GDP&sector=S13&na_item=B9&geo=DE&sinceTimePeriod=2025&untilTimePeriod=2025"",""source_reliability"":""A""},{""indicator_id"":""government_debt_gdp"",""indicator_name"":""政府债务/GDP"",""observation_id"":""parity:germany:government_debt_gdp:2025"",""year"":2025,""raw_value"":63.5,""unit"":""% GDP"",""normalized_score"":54.4,""weight"":0.5,""weighted_contribution"":27.2,""source_name"":""Eurostat"",""source_url"":""https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/gov_10dd_edpt1?lang=en&freq=A&unit=PC_GDP&sector=S13&na_item=GD&geo=DE&sinceTimePeriod=2025&untilTimePeriod=2025"",""source_reliability"":""A""}]","[]","分数是基于公开输入和固定规则的比较工具，不是客观风险真值、预测或政策评价。"
"external_vulnerability","v0.50.0","德国","germany","39","stable","0","[""能源进口依赖：贡献 39.0 分"",""经常账户/GDP：贡献 0.0 分""]","100","sufficient","medium","2026-08-11","2024","[""parity:germany:current_account_gdp:2024"",""parity:germany:energy_import_dependency:2024""]","[]","[{""indicator_id"":""current_account_gdp"",""indicator_name"":""经常账户/GDP"",""observation_id"":""parity:germany:current_account_gdp:2024"",""year"":2024,""raw_value"":5.9,""unit"":""% GDP"",""normalized_score"":0,""weight"":0.5,""weighted_contribution"":0,""source_name"":""Eurostat"",""source_url"":""https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tipsbp20?lang=en&freq=A&unit=PC_GDP&partner=WRL_REST&geo=DE&sinceTimePeriod=2024&untilTimePeriod=2024"",""source_reliability"":""A""},{""indicator_id"":""energy_import_dependency"",""indicator_name"":""能源进口依赖"",""observation_id"":""parity:germany:energy_import_dependency:2024"",""year"":2024,""raw_value"":66.812,""unit"":""%"",""normalized_score"":78,""weight"":0.5,""weighted_contribution"":39,""source_name"":""Eurostat"",""source_url"":""https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nrg_ind_id?lang=en&freq=A&unit=PC&siec=TOTAL&geo=DE&sinceTimePeriod=2024&untilTimePeriod=2024"",""source_reliability"":""A""}]","[]","分数是基于公开输入和固定规则的比较工具，不是客观风险真值、预测或政策评价。"
"industrial_dependency","v0.70.0","德国","germany",,"not_available",,"[""制造业占 GDP 比重：贡献 12.8 分""]","25","insufficient","not_available","2026-08-11","2025","[""parity:germany:manufacturing_share_gdp:2025""]","[""automotive_export_share"",""germany_export_dependence"",""industrial_electricity_price""]","[{""indicator_id"":""manufacturing_share_gdp"",""indicator_name"":""制造业占 GDP 比重"",""observation_id"":""parity:germany:manufacturing_share_gdp:2025"",""year"":2025,""raw_value"":17.7,""unit"":""%"",""normalized_score"":51.3,""weight"":0.25,""weighted_contribution"":12.8,""source_name"":""Eurostat"",""source_url"":""https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10_a10?lang=en&freq=A&unit=PC_GDP&na_item=B1G&nace_r2=C&geo=DE&sinceTimePeriod=2025&untilTimePeriod=2025"",""source_reliability"":""A""}]","[]","分数是基于公开输入和固定规则的比较工具，不是客观风险真值、预测或政策评价。"
"household_economic_pressure","v0.50.0","罗马尼亚","romania","54.5","rising","8.5","[""CPI / HICP 通胀率：贡献 34.0 分"",""失业率：贡献 20.5 分""]","100","sufficient","medium","2026-08-11","2025","[""macro:romania:hicp_inflation:2025"",""macro:romania:unemployment_rate:2025""]","[]","[{""indicator_id"":""hicp_inflation"",""indicator_name"":""CPI / HICP 通胀率"",""observation_id"":""macro:romania:hicp_inflation:2025"",""year"":2025,""raw_value"":6.8,""unit"":""%"",""normalized_score"":68,""weight"":0.5,""weighted_contribution"":34,""source_name"":""Eurostat prc_hicp_aind / INSSE TEMPO Online"",""source_url"":""https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/prc_hicp_aind?time=2025&geo=RO&coicop=CP00&unit=RCH_A_AVG"",""source_reliability"":""A""},{""indicator_id"":""unemployment_rate"",""indicator_name"":""失业率"",""observation_id"":""macro:romania:unemployment_rate:2025"",""year"":2025,""raw_value"":6.1,""unit"":""%"",""normalized_score"":41,""weight"":0.5,""weighted_contribution"":20.5,""source_name"":""Eurostat une_rt_a / INSSE TEMPO Online"",""source_url"":""https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/une_rt_a?time=2025&geo=RO&sex=T&age=Y15-74&unit=PC_ACT"",""source_reliability"":""A""}]","[]","分数是基于公开输入和固定规则的比较工具，不是客观风险真值、预测或政策评价。"
"fiscal_pressure","v0.50.0","罗马尼亚","romania","64.1","falling","-4.1","[""财政赤字/GDP：贡献 39.5 分"",""政府债务/GDP：贡献 24.6 分""]","100","sufficient","medium","2026-08-11","2025","[""parity:romania:fiscal_balance_gdp:2025"",""parity:romania:government_debt_gdp:2025""]","[]","[{""indicator_id"":""fiscal_balance_gdp"",""indicator_name"":""财政赤字/GDP"",""observation_id"":""parity:romania:fiscal_balance_gdp:2025"",""year"":2025,""raw_value"":-7.9,""unit"":""% GDP"",""normalized_score"":79,""weight"":0.5,""weighted_contribution"":39.5,""source_name"":""Eurostat"",""source_url"":""https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/gov_10dd_edpt1?lang=en&freq=A&unit=PC_GDP&sector=S13&na_item=B9&geo=RO&sinceTimePeriod=2025&untilTimePeriod=2025"",""source_reliability"":""A""},{""indicator_id"":""government_debt_gdp"",""indicator_name"":""政府债务/GDP"",""observation_id"":""parity:romania:government_debt_gdp:2025"",""year"":2025,""raw_value"":59.3,""unit"":""% GDP"",""normalized_score"":49.1,""weight"":0.5,""weighted_contribution"":24.6,""source_name"":""Eurostat"",""source_url"":""https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/gov_10dd_edpt1?lang=en&freq=A&unit=PC_GDP&sector=S13&na_item=GD&geo=RO&sinceTimePeriod=2025&untilTimePeriod=2025"",""source_reliability"":""A""}]","[]","分数是基于公开输入和固定规则的比较工具，不是客观风险真值、预测或政策评价。"
"external_vulnerability","v0.50.0","罗马尼亚","romania","52.6","rising","7","[""经常账户/GDP：贡献 44.0 分"",""能源进口依赖：贡献 8.6 分""]","100","sufficient","medium","2026-08-11","2024","[""parity:romania:current_account_gdp:2024"",""parity:romania:energy_import_dependency:2024""]","[]","[{""indicator_id"":""current_account_gdp"",""indicator_name"":""经常账户/GDP"",""observation_id"":""parity:romania:current_account_gdp:2024"",""year"":2024,""raw_value"":-8.2,""unit"":""% GDP"",""normalized_score"":88,""weight"":0.5,""weighted_contribution"":44,""source_name"":""Eurostat"",""source_url"":""https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tipsbp20?lang=en&freq=A&unit=PC_GDP&partner=WRL_REST&geo=RO&sinceTimePeriod=2024&untilTimePeriod=2024"",""source_reliability"":""A""},{""indicator_id"":""energy_import_dependency"",""indicator_name"":""能源进口依赖"",""observation_id"":""parity:romania:energy_import_dependency:2024"",""year"":2024,""raw_value"":30.356,""unit"":""%"",""normalized_score"":17.3,""weight"":0.5,""weighted_contribution"":8.6,""source_name"":""Eurostat"",""source_url"":""https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nrg_ind_id?lang=en&freq=A&unit=PC&siec=TOTAL&geo=RO&sinceTimePeriod=2024&untilTimePeriod=2024"",""source_reliability"":""A""}]","[]","分数是基于公开输入和固定规则的比较工具，不是客观风险真值、预测或政策评价。"
"industrial_dependency","v0.70.0","罗马尼亚","romania","31.7","falling","-3.8","[""汽车产业出口占比：贡献 11.2 分"",""对德国出口依赖：贡献 10.5 分""]","100","sufficient","medium","2026-08-11","2024","[""parity:romania:manufacturing_share_gdp:2024"",""parity:romania:automotive_export_share:2024"",""transmission:romania:germany_export_dependence:2024"",""transmission:romania:industrial_electricity_price:2024""]","[]","[{""indicator_id"":""manufacturing_share_gdp"",""indicator_name"":""制造业占 GDP 比重"",""observation_id"":""parity:romania:manufacturing_share_gdp:2024"",""year"":2024,""raw_value"":13.2,""unit"":""%"",""normalized_score"":21.3,""weight"":0.25,""weighted_contribution"":5.3,""source_name"":""Eurostat"",""source_url"":""https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10_a10?lang=en&freq=A&unit=PC_GDP&na_item=B1G&nace_r2=C&geo=RO&sinceTimePeriod=2024&untilTimePeriod=2024"",""source_reliability"":""A""},{""indicator_id"":""automotive_export_share"",""indicator_name"":""汽车产业出口占比"",""observation_id"":""parity:romania:automotive_export_share:2024"",""year"":2024,""raw_value"":19.949,""unit"":""%"",""normalized_score"":37.4,""weight"":0.3,""weighted_contribution"":11.2,""source_name"":""Eurostat"",""source_url"":""https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ext_tec09?lang=en&freq=A&unit=THS_EUR&stk_flow=EXP&partner=WORLD&nace_r2=C29&geo=RO&sinceTimePeriod=2024&untilTimePeriod=2024"",""source_reliability"":""A""},{""indicator_id"":""germany_export_dependence"",""indicator_name"":""对德国出口依赖"",""observation_id"":""transmission:romania:germany_export_dependence:2024"",""year"":2024,""raw_value"":20.542,""unit"":""% exports"",""normalized_score"":35.1,""weight"":0.3,""weighted_contribution"":10.5,""source_name"":""UN Comtrade"",""source_url"":""https://comtradeapi.un.org/public/v1/preview/C/A/HS?period=2024&reporterCode=642&cmdCode=TOTAL&flowCode=X&partnerCode=276&partner2Code=0&customsCode=C00&motCode=0&maxRecords=500"",""source_reliability"":""A""},{""indicator_id"":""industrial_electricity_price"",""indicator_name"":""工业电价"",""observation_id"":""transmission:romania:industrial_electricity_price:2024"",""year"":2024,""raw_value"":0.19445,""unit"":""欧元/kWh"",""normalized_score"":31.5,""weight"":0.15,""weighted_contribution"":4.7,""source_name"":""Eurostat nrg_pc_205"",""source_url"":""https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nrg_pc_205?lang=en&freq=S&currency=EUR&nrg_cons=MWH500-1999&unit=KWH&tax=I_TAX&geo=RO&sinceTimePeriod=2024-S1&untilTimePeriod=2024-S1"",""source_reliability"":""A""}]","[]","分数是基于公开输入和固定规则的比较工具，不是客观风险真值、预测或政策评价。"
"household_economic_pressure","v0.50.0","斯洛文尼亚","slovenia","22","rising","3.5","[""CPI / HICP 通胀率：贡献 12.5 分"",""失业率：贡献 9.5 分""]","100","sufficient","medium","2026-08-11","2025","[""macro:slovenia:hicp_inflation:2025"",""macro:slovenia:unemployment_rate:2025""]","[]","[{""indicator_id"":""hicp_inflation"",""indicator_name"":""CPI / HICP 通胀率"",""observation_id"":""macro:slovenia:hicp_inflation:2025"",""year"":2025,""raw_value"":2.5,""unit"":""%"",""normalized_score"":25,""weight"":0.5,""weighted_contribution"":12.5,""source_name"":""Eurostat prc_hicp_aind / SURS SiStat"",""source_url"":""https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/prc_hicp_aind?time=2025&geo=SI&coicop=CP00&unit=RCH_A_AVG"",""source_reliability"":""A""},{""indicator_id"":""unemployment_rate"",""indicator_name"":""失业率"",""observation_id"":""macro:slovenia:unemployment_rate:2025"",""year"":2025,""raw_value"":3.9,""unit"":""%"",""normalized_score"":19,""weight"":0.5,""weighted_contribution"":9.5,""source_name"":""Eurostat une_rt_a / SURS SiStat"",""source_url"":""https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/une_rt_a?time=2025&geo=SI&sex=T&age=Y15-74&unit=PC_ACT"",""source_reliability"":""A""}]","[]","分数是基于公开输入和固定规则的比较工具，不是客观风险真值、预测或政策评价。"
"fiscal_pressure","v0.50.0","斯洛文尼亚","slovenia","41.1","rising","7.6","[""政府债务/GDP：贡献 28.6 分"",""财政赤字/GDP：贡献 12.5 分""]","100","sufficient","medium","2026-08-11","2025","[""parity:slovenia:fiscal_balance_gdp:2025"",""parity:slovenia:government_debt_gdp:2025""]","[]","[{""indicator_id"":""fiscal_balance_gdp"",""indicator_name"":""财政赤字/GDP"",""observation_id"":""parity:slovenia:fiscal_balance_gdp:2025"",""year"":2025,""raw_value"":-2.5,""unit"":""% GDP"",""normalized_score"":25,""weight"":0.5,""weighted_contribution"":12.5,""source_name"":""Eurostat"",""source_url"":""https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/gov_10dd_edpt1?lang=en&freq=A&unit=PC_GDP&sector=S13&na_item=B9&geo=SI&sinceTimePeriod=2025&untilTimePeriod=2025"",""source_reliability"":""A""},{""indicator_id"":""government_debt_gdp"",""indicator_name"":""政府债务/GDP"",""observation_id"":""parity:slovenia:government_debt_gdp:2025"",""year"":2025,""raw_value"":65.7,""unit"":""% GDP"",""normalized_score"":57.1,""weight"":0.5,""weighted_contribution"":28.6,""source_name"":""Eurostat"",""source_url"":""https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/gov_10dd_edpt1?lang=en&freq=A&unit=PC_GDP&sector=S13&na_item=GD&geo=SI&sinceTimePeriod=2025&untilTimePeriod=2025"",""source_reliability"":""A""}]","[]","分数是基于公开输入和固定规则的比较工具，不是客观风险真值、预测或政策评价。"
"external_vulnerability","v0.50.0","斯洛文尼亚","slovenia","23.7","stable","-1.4","[""能源进口依赖：贡献 22.0 分"",""经常账户/GDP：贡献 1.7 分""]","100","sufficient","medium","2026-08-11","2024","[""parity:slovenia:current_account_gdp:2024"",""parity:slovenia:energy_import_dependency:2024""]","[]","[{""indicator_id"":""current_account_gdp"",""indicator_name"":""经常账户/GDP"",""observation_id"":""parity:slovenia:current_account_gdp:2024"",""year"":2024,""raw_value"":4.5,""unit"":""% GDP"",""normalized_score"":3.3,""weight"":0.5,""weighted_contribution"":1.7,""source_name"":""Eurostat"",""source_url"":""https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tipsbp20?lang=en&freq=A&unit=PC_GDP&partner=WRL_REST&geo=SI&sinceTimePeriod=2024&untilTimePeriod=2024"",""source_reliability"":""A""},{""indicator_id"":""energy_import_dependency"",""indicator_name"":""能源进口依赖"",""observation_id"":""parity:slovenia:energy_import_dependency:2024"",""year"":2024,""raw_value"":46.382,""unit"":""%"",""normalized_score"":44,""weight"":0.5,""weighted_contribution"":22,""source_name"":""Eurostat"",""source_url"":""https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nrg_ind_id?lang=en&freq=A&unit=PC&siec=TOTAL&geo=SI&sinceTimePeriod=2024&untilTimePeriod=2024"",""source_reliability"":""A""}]","[]","分数是基于公开输入和固定规则的比较工具，不是客观风险真值、预测或政策评价。"
